kind,record_id,repo_id,status,usable,labeled_focal_method,labeled_focal_signature,top1_pred_name,top1_pred_signature,top1_score,top1_identifier_correct,top3_identifier_correct,top1_signature_correct,top3_signature_correct,top1_primary_correct,top3_primary_correct,ground_truth_rank_identifier,failure_mode,mapping_output_path,n_records,n_signature_records,top1_identifier_accuracy,top3_identifier_accuracy,top1_signature_accuracy,top3_signature_accuracy,top1_primary_accuracy,top3_primary_accuracy
record,c2t_417b04929c6273529480,42949039,ok,True,modifyTagInSearchIndex,"public void modifyTagInSearchIndex(TagEntity tagEntity, String modificationType)",modifyTagInSearchIndex,"public void modifyTagInSearchIndex(TagEntity tagEntity, String modificationType)",8.154762,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_417b04929c6273529480.json,,,,,,,,
record,c2t_42052f8da8b7e80aa0e3,40266095,ok,True,process,@Override public void process(final JCas aJCas),process,@Override public void process(final JCas aJCas) throws AnalysisEngineProcessException,7.977273,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_42052f8da8b7e80aa0e3.json,,,,,,,,
record,c2t_422c45b39e7a25609e54,42949039,ok,True,createNamespace,"@RequestMapping(value = ""/namespaces"", method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_NAMESPACES_POST) public Namespace createNamespace(@RequestBody NamespaceCreateRequest request)",createNamespace,"@RequestMapping(value = ""/namespaces"", method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_NAMESPACES_POST) public Namespace createNamespace(@RequestBody NamespaceCreateRequest request)",9.25,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_422c45b39e7a25609e54.json,,,,,,,,
record,c2t_42f700d87cafeeea78cf,4398263,ok,True,getProfile,public Profile getProfile(),getProfile,public Profile getProfile(),8.892857,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_42f700d87cafeeea78cf.json,,,,,,,,
record,c2t_4459395f66537b09505a,42949039,ok,True,businessObjectDataKeyToString,public String businessObjectDataKeyToString(BusinessObjectDataKey businessObjectDataKey),businessObjectDataKeyToString,public String businessObjectDataKeyToString(BusinessObjectDataKey businessObjectDataKey),9.25,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_4459395f66537b09505a.json,,,,,,,,
record,c2t_4542c5c9bd9869f9380a,42949039,ok,True,createTag,"@RequestMapping(value = TAGS_URI_PREFIX, method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_TAGS_POST) public Tag createTag(@RequestBody TagCreateRequest tagCreateRequest)",createTag,"@RequestMapping(value = TAGS_URI_PREFIX, method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_TAGS_POST) public Tag createTag(@RequestBody TagCreateRequest tagCreateRequest)",9.25,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_4542c5c9bd9869f9380a.json,,,,,,,,
record,c2t_46662879d641bdc0885c,35897457,ok,True,getCanonicalRepresentation,public String getCanonicalRepresentation(),getCanonicalRepresentation,public String getCanonicalRepresentation(),7.783333,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_46662879d641bdc0885c.json,,,,,,,,
record,c2t_46b72a8e81ff814a6a77,4159017,ok,True,parse,public ParsingResult parse(char[] input),parse,public ParsingResult parse(char[] input),8.960526,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_46b72a8e81ff814a6a77.json,,,,,,,,
record,c2t_476b8af3ba87b121c66b,35515269,ok,True,authenticate,@Override public Authentication authenticate(Authentication authentication),authenticate,@Override public Authentication authenticate(Authentication authentication) throws AuthenticationException,8.513158,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_476b8af3ba87b121c66b.json,,,,,,,,
record,c2t_47708f80a6ec179942fb,40266095,ok,True,process,@Override public void process(JCas jcas),process,@Override public void process(JCas jcas) throws AnalysisEngineProcessException,7.116667,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_47708f80a6ec179942fb.json,,,,,,,,
record,c2t_477f6ed929996ddd5bfb,42949039,ok,True,createBusinessObjectDataStorageFiles,"@RequestMapping(value = ""/businessObjectDataStorageFiles"", method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_BUSINESS_OBJECT_DATA_STORAGES_FILES_POST) public BusinessObjectDataStorageFilesCreateResponse createBusinessObjectDataStorageFiles(
        @RequestBody BusinessObjectDataStorageFilesCreateRequest businessObjectDataStorageFilesCreateRequest)",createBusinessObjectDataStorageFiles,"@RequestMapping(value = ""/businessObjectDataStorageFiles"", method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_BUSINESS_OBJECT_DATA_STORAGES_FILES_POST) public BusinessObjectDataStorageFilesCreateResponse createBusinessObjectDataStorageFiles( @RequestBody BusinessObjectDataStorageFilesCreateRequest businessObjectDataStorageFilesCreateRequest)",9.25,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_477f6ed929996ddd5bfb.json,,,,,,,,
record,c2t_47ed2499c9f7aa321eef,42949039,ok,True,retryStoragePolicyTransition,"public BusinessObjectData retryStoragePolicyTransition(BusinessObjectDataKey businessObjectDataKey,
        BusinessObjectDataRetryStoragePolicyTransitionRequest request)",retryStoragePolicyTransition,"public BusinessObjectData retryStoragePolicyTransition(BusinessObjectDataKey businessObjectDataKey, BusinessObjectDataRetryStoragePolicyTransitionRequest request)",8.704545,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_47ed2499c9f7aa321eef.json,,,,,,,,
record,c2t_47f5afbd00f461921306,42949039,ok,True,checkBusinessObjectDataAvailabilityCollection,"@RequestMapping(value = ""/businessObjectData/availabilityCollection"", method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_BUSINESS_OBJECT_DATA_AVAILABILITY_COLLECTION_POST) public BusinessObjectDataAvailabilityCollectionResponse checkBusinessObjectDataAvailabilityCollection(
        @RequestBody BusinessObjectDataAvailabilityCollectionRequest businessObjectDataAvailabilityCollectionRequest)",checkBusinessObjectDataAvailabilityCollection,"@RequestMapping(value = ""/businessObjectData/availabilityCollection"", method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_BUSINESS_OBJECT_DATA_AVAILABILITY_COLLECTION_POST) public BusinessObjectDataAvailabilityCollectionResponse checkBusinessObjectDataAvailabilityCollection( @RequestBody BusinessObjectDataAvailabilityCollectionRequest businessObjectDataAvailabilityCollectionRequest)",9.25,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_47f5afbd00f461921306.json,,,,,,,,
record,c2t_4851f3e3c5c106263a8d,4159017,ok,True,hasToBeSkippedFromAst,@Override public boolean hasToBeSkippedFromAst(AstNode node),hasToBeSkippedFromAst,@Override public boolean hasToBeSkippedFromAst(AstNode node),9.25,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_4851f3e3c5c106263a8d.json,,,,,,,,
record,c2t_4937c6de3cee6f9d983b,4159017,ok,True,run,public void run(String title),run,public void run(String title),10.583333,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_4937c6de3cee6f9d983b.json,,,,,,,,
record,c2t_495d7ec6abb40379b1ce,42949039,ok,True,createUserNamespaceAuthorization,"@RequestMapping(value = USER_NAMESPACE_AUTHORIZATIONS_URI_PREFIX, method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_USER_NAMESPACE_AUTHORIZATIONS_POST) public UserNamespaceAuthorization createUserNamespaceAuthorization(@RequestBody UserNamespaceAuthorizationCreateRequest request)",createUserNamespaceAuthorization,"@RequestMapping(value = USER_NAMESPACE_AUTHORIZATIONS_URI_PREFIX, method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_USER_NAMESPACE_AUTHORIZATIONS_POST) public UserNamespaceAuthorization createUserNamespaceAuthorization(@RequestBody UserNamespaceAuthorizationCreateRequest request)",9.25,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_495d7ec6abb40379b1ce.json,,,,,,,,
record,c2t_4985b2a87b1abec2aa68,42949039,ok,True,validateAttributesAgainstBusinessObjectDataAttributeDefinitions,"public void validateAttributesAgainstBusinessObjectDataAttributeDefinitions(final List<Attribute> attributes,
        final Collection<BusinessObjectDataAttributeDefinitionEntity> businessObjectDataAttributeDefinitionEntities)",validateAttributesAgainstBusinessObjectDataAttributeDefinitions,"public void validateAttributesAgainstBusinessObjectDataAttributeDefinitions(final List<Attribute> attributes, final Collection<BusinessObjectDataAttributeDefinitionEntity> businessObjectDataAttributeDefinitionEntities)",8.907895,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_4985b2a87b1abec2aa68.json,,,,,,,,
record,c2t_499634a9495cc86418c5,42949039,ok,True,getBusinessObjectDefinitionDescriptionSuggestionEntity,"public BusinessObjectDefinitionDescriptionSuggestionEntity getBusinessObjectDefinitionDescriptionSuggestionEntity(
        final BusinessObjectDefinitionEntity businessObjectDefinitionEntity, final String userId)",getBusinessObjectDefinitionDescriptionSuggestionEntity,"public BusinessObjectDefinitionDescriptionSuggestionEntity getBusinessObjectDefinitionDescriptionSuggestionEntity( final BusinessObjectDefinitionEntity businessObjectDefinitionEntity, final String userId)",8.75,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_499634a9495cc86418c5.json,,,,,,,,
record,c2t_49f321c112775f8044ff,42949039,ok,True,publishNotificationMessages,"@Around(""serviceMethods()"") public Object publishNotificationMessages(ProceedingJoinPoint joinPoint)",publishNotificationMessages,"@Around(""serviceMethods()"") public Object publishNotificationMessages(ProceedingJoinPoint joinPoint) throws Throwable",8.05303,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_49f321c112775f8044ff.json,,,,,,,,
record,c2t_4a2b94aedde7b55440bc,4159017,ok,True,execute,@Override public void execute(Machine machine),execute,@Override public void execute(Machine machine),6.931159,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_4a2b94aedde7b55440bc.json,,,,,,,,
record,c2t_4b2d5302d956fdd1d3f1,4159017,ok,True,getAllRuleFields,public static List<Field> getAllRuleFields(Class grammarClass),getAllRuleFields,public static List<Field> getAllRuleFields(Class grammarClass),9.85,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_4b2d5302d956fdd1d3f1.json,,,,,,,,
record,c2t_4b881b91cf03b191b337,42949039,ok,True,processMessage,"@JmsListener(id = HerdJmsDestinationResolver.SQS_DESTINATION_SEARCH_INDEX_UPDATE_QUEUE, containerFactory = ""jmsListenerContainerFactory"", destination = HerdJmsDestinationResolver.SQS_DESTINATION_SEARCH_INDEX_UPDATE_QUEUE) public void processMessage(String payload, @Headers Map<Object, Object> allHeaders)",processMessage,"@JmsListener(id = HerdJmsDestinationResolver.SQS_DESTINATION_SEARCH_INDEX_UPDATE_QUEUE, containerFactory = ""jmsListenerContainerFactory"", destination = HerdJmsDestinationResolver.SQS_DESTINATION_SEARCH_INDEX_UPDATE_QUEUE) public void processMessage(String payload, @Headers Map<Object, Object> allHeaders)",8.392857,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_4b881b91cf03b191b337.json,,,,,,,,
record,c2t_4bb5327013e2423beeb1,42949039,ok,True,getProperty,"public static String getProperty(ConfigurationValue configurationValue, Environment environment)",getProperty,"public static <T> T getProperty(ConfigurationValue configurationValue, Class<T> targetType, Environment environment)",9.983333,True,True,False,True,False,True,1,overloads,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_4bb5327013e2423beeb1.json,,,,,,,,
record,c2t_4c2e1fafa072e73ee85f,42949039,ok,True,doFilter,"@Override @SuppressFBWarnings(value = ""BC_UNCONFIRMED_CAST"", justification = ""The ServletRequest is cast to an HttpServletRequest which is always the case since all requests use the HTTP protocol."") public void doFilter(ServletRequest servletRequest, ServletResponse servletResponse, FilterChain filterChain)",doFilter,"@Override @SuppressFBWarnings(value = ""BC_UNCONFIRMED_CAST"", justification = ""The ServletRequest is cast to an HttpServletRequest which is always the case since all requests use the HTTP protocol."") public void doFilter(ServletRequest servletRequest, ServletResponse servletResponse, FilterChain filterChain) throws IOException, ServletException",7.801724,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_4c2e1fafa072e73ee85f.json,,,,,,,,
record,c2t_4c3186c5ca5d9d25be8e,42949039,ok,True,getAuthorizedNamespaces,public Set<String> getAuthorizedNamespaces(NamespacePermissionEnum... permissions),getAuthorizedNamespaces,public Set<String> getAuthorizedNamespaces(NamespacePermissionEnum... permissions),8.319767,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_4c3186c5ca5d9d25be8e.json,,,,,,,,
record,c2t_4c40553fb15b4ff4521a,42949039,ok,True,compare,"@Override public int compare(final BusinessObjectDataKey data1, final BusinessObjectDataKey data2)",compare,"@Override public int compare(final BusinessObjectDataKey data1, final BusinessObjectDataKey data2)",7.717949,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_4c40553fb15b4ff4521a.json,,,,,,,,
record,c2t_4ce9e9cb3c481be61851,40266095,ok,True,extract,@Override public List<String> extract(File textFile),extract,@Override public List<String> extract(File textFile),11.25,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_4ce9e9cb3c481be61851.json,,,,,,,,
record,c2t_4cf51b1aa1c3ca668124,40266095,ok,True,process,@Override public void process(JCas jcas),process,@Override public void process(JCas jcas) throws AnalysisEngineProcessException,7.416667,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_4cf51b1aa1c3ca668124.json,,,,,,,,
record,c2t_4d9da99e1f79e6572db7,4398263,ok,True,getBvWorkerData, BVWorkerData getBvWorkerData(),getBvWorkerData,BVWorkerData getBvWorkerData(),9.75,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_4d9da99e1f79e6572db7.json,,,,,,,,
record,c2t_4da5a92f77f4bee7ef14,11613195,ok,True,copyThumbnails,"public List<String> copyThumbnails(EuropeanaQueryInterface search,
			File dir, int maxResults)",copyThumbnails,"public List<String> copyThumbnails(EuropeanaQueryInterface search, File dir, int maxResults) throws IOException, EuropeanaApiProblem",11.25,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_4da5a92f77f4bee7ef14.json,,,,,,,,
record,c2t_4df0f867f2eb2eccd0c5,42949039,ok,True,handleInternalServerErrorException,@ExceptionHandler(value = Exception.class) @ResponseStatus(HttpStatus.INTERNAL_SERVER_ERROR) @ResponseBody public ErrorInformation handleInternalServerErrorException(Exception exception),handleInternalServerErrorException,@ExceptionHandler(value = Exception.class) @ResponseStatus(HttpStatus.INTERNAL_SERVER_ERROR) @ResponseBody public ErrorInformation handleInternalServerErrorException(Exception exception),8.674658,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_4df0f867f2eb2eccd0c5.json,,,,,,,,
record,c2t_4df90fcaffbe8b456cc1,42949039,ok,True,createBusinessObjectDefinitionTag,"@RequestMapping(value = BUSINESS_OBJECT_DEFINITION_TAGS_URI_PREFIX, method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_BUSINESS_OBJECT_DEFINITION_TAGS_POST) public BusinessObjectDefinitionTag createBusinessObjectDefinitionTag(@RequestBody BusinessObjectDefinitionTagCreateRequest request)",createBusinessObjectDefinitionTag,"@RequestMapping(value = BUSINESS_OBJECT_DEFINITION_TAGS_URI_PREFIX, method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_BUSINESS_OBJECT_DEFINITION_TAGS_POST) public BusinessObjectDefinitionTag createBusinessObjectDefinitionTag(@RequestBody BusinessObjectDefinitionTagCreateRequest request)",9.25,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_4df90fcaffbe8b456cc1.json,,,,,,,,
record,c2t_4e1c2b2f1cc3968b3156,40266095,ok,True,process,@Override public void process(final JCas aJCas),process,@Override public void process(final JCas aJCas) throws AnalysisEngineProcessException,8.191176,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_4e1c2b2f1cc3968b3156.json,,,,,,,,
record,c2t_4e67a3255d6d0597f52c,35897457,ok,True,getCanonicalRepresentation,public String getCanonicalRepresentation(),getCanonicalRepresentation,public String getCanonicalRepresentation(),7.783333,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_4e67a3255d6d0597f52c.json,,,,,,,,
record,c2t_4e76ac15c1f3a708a18a,4159017,ok,True,getRuleFields,public static List<Field> getRuleFields(Class grammarClass),getRuleFields,public static List<Field> getRuleFields(Class grammarClass),11.25,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_4e76ac15c1f3a708a18a.json,,,,,,,,
record,c2t_4f90468afe37a0c4ae55,42949039,ok,True,invalidateUnregisteredBusinessObjectData,"public BusinessObjectDataInvalidateUnregisteredResponse invalidateUnregisteredBusinessObjectData(
        BusinessObjectDataInvalidateUnregisteredRequest businessObjectDataInvalidateUnregisteredRequest)",invalidateUnregisteredBusinessObjectData,public BusinessObjectDataInvalidateUnregisteredResponse invalidateUnregisteredBusinessObjectData( BusinessObjectDataInvalidateUnregisteredRequest businessObjectDataInvalidateUnregisteredRequest),8.178571,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_4f90468afe37a0c4ae55.json,,,,,,,,
record,c2t_4fc815c36588b8118387,42949039,ok,True,getStorageAttributeIntegerValueByName,"public Integer getStorageAttributeIntegerValueByName(String attributeName, StorageEntity storageEntity, Integer defaultValue)",getStorageAttributeIntegerValueByName,"public Integer getStorageAttributeIntegerValueByName(String attributeName, StorageEntity storageEntity, boolean attributeRequired, boolean attributeValueRequiredIfExists) throws IllegalStateException",9.197368,True,True,False,True,False,True,1,overloads,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_4fc815c36588b8118387.json,,,,,,,,
record,c2t_50036ac4c79081ea1b73,42949039,ok,True,checkPermission,"@Before(""serviceMethods()"") public void checkPermission(JoinPoint joinPoint)",checkPermission,"@Before(""serviceMethods()"") public void checkPermission(JoinPoint joinPoint)",7.114341,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_50036ac4c79081ea1b73.json,,,,,,,,
record,c2t_502e13fd9e51c5d8e944,35515269,ok,True,createAccount,"public static OidcKeycloakAccount createAccount(KeycloakDeployment deployment, RefreshableKeycloakSecurityContext context)",createAccount,"public static OidcKeycloakAccount createAccount(KeycloakDeployment deployment, RefreshableKeycloakSecurityContext context)",10.583333,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_502e13fd9e51c5d8e944.json,,,,,,,,
record,c2t_50441458795889073b04,4159017,ok,True,onSourceCodeOpenButtonClick,public void onSourceCodeOpenButtonClick(),onSourceCodeOpenButtonClick,public void onSourceCodeOpenButtonClick(),10.361111,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_50441458795889073b04.json,,,,,,,,
record,c2t_505d3023cf0c2ef61d6e,42949039,ok,True,getStorageAttributeIntegerValueByName,"public Integer getStorageAttributeIntegerValueByName(String attributeName, StorageEntity storageEntity, Integer defaultValue)",getStorageAttributeIntegerValueByName,"public Integer getStorageAttributeIntegerValueByName(String attributeName, StorageEntity storageEntity, boolean attributeRequired, boolean attributeValueRequiredIfExists) throws IllegalStateException",8.723333,True,True,False,True,False,True,1,overloads,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_505d3023cf0c2ef61d6e.json,,,,,,,,
record,c2t_508f9002ad60e89e37e9,42949039,ok,True,getBusinessObjectDefinitionDescriptionSuggestionsByBusinessObjectDefinitionAndStatus,"public List<BusinessObjectDefinitionDescriptionSuggestionEntity> getBusinessObjectDefinitionDescriptionSuggestionsByBusinessObjectDefinitionAndStatus(
        final BusinessObjectDefinitionKey businessObjectDefinitionKey, final String status)",getBusinessObjectDefinitionDescriptionSuggestionsByBusinessObjectDefinitionAndStatus,"public List<BusinessObjectDefinitionDescriptionSuggestionEntity> getBusinessObjectDefinitionDescriptionSuggestionsByBusinessObjectDefinitionAndStatus( final BusinessObjectDefinitionKey businessObjectDefinitionKey, final String status)",9.096154,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_508f9002ad60e89e37e9.json,,,,,,,,
record,c2t_515db8ae6eab69295fa9,42949039,ok,True,createStorageUnitKey,"public BusinessObjectDataStorageUnitKey createStorageUnitKey(BusinessObjectDataKey businessObjectDataKey, String storageName)",createStorageUnitKey,"public BusinessObjectDataStorageUnitKey createStorageUnitKey(BusinessObjectDataKey businessObjectDataKey, String storageName)",9.25,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_515db8ae6eab69295fa9.json,,,,,,,,
record,c2t_5206d2de88ebabac74ba,4159017,ok,True,getStartOffset,public int getStartOffset(Token token),getStartOffset,public int getStartOffset(Token token),11.25,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_5206d2de88ebabac74ba.json,,,,,,,,
record,c2t_524e33e697f24cb8087b,40266095,ok,True,process,@Override public void process(JCas jcas),process,@Override public void process(JCas jcas) throws AnalysisEngineProcessException,7.116667,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_524e33e697f24cb8087b.json,,,,,,,,
record,c2t_52f77e124b8bb75d7a3a,35897457,ok,True,reResolveContextualBnode,"public static BNode reResolveContextualBnode(BNode bn,
			URI uriToResolveAgainst)",reResolveContextualBnode,"public static BNode reResolveContextualBnode(BNode bn, URI uriToResolveAgainst)",10.47449,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_52f77e124b8bb75d7a3a.json,,,,,,,,
record,c2t_53122d29120886330904,42949039,ok,True,getBusinessObjectDefinitionDescriptionSuggestionsByBusinessObjectDefinitionAndStatus,"public List<BusinessObjectDefinitionDescriptionSuggestionEntity> getBusinessObjectDefinitionDescriptionSuggestionsByBusinessObjectDefinitionAndStatus(
        final BusinessObjectDefinitionKey businessObjectDefinitionKey, final String status)",getBusinessObjectDefinitionDescriptionSuggestionsByBusinessObjectDefinitionAndStatus,"public List<BusinessObjectDefinitionDescriptionSuggestionEntity> getBusinessObjectDefinitionDescriptionSuggestionsByBusinessObjectDefinitionAndStatus( final BusinessObjectDefinitionKey businessObjectDefinitionKey, final String status)",9.046791,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_53122d29120886330904.json,,,,,,,,
record,c2t_5339b0476758b21b3fbf,42949039,ok,True,processMessage,"@JmsListener(id = HerdJmsDestinationResolver.SQS_DESTINATION_SAMPLE_DATA_QUEUE, containerFactory = ""jmsListenerContainerFactory"", destination = HerdJmsDestinationResolver.SQS_DESTINATION_SAMPLE_DATA_QUEUE) public void processMessage(String payload, @Headers Map<Object, Object> allHeaders)",processMessage,"@JmsListener(id = HerdJmsDestinationResolver.SQS_DESTINATION_SAMPLE_DATA_QUEUE, containerFactory = ""jmsListenerContainerFactory"", destination = HerdJmsDestinationResolver.SQS_DESTINATION_SAMPLE_DATA_QUEUE) public void processMessage(String payload, @Headers Map<Object, Object> allHeaders)",8.092105,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_5339b0476758b21b3fbf.json,,,,,,,,
record,c2t_533eecc7189025f8a4d9,42949039,ok,True,handlePersistenceException,"@ExceptionHandler(value = {JpaSystemException.class, PersistenceException.class}) @ResponseBody public ErrorInformation handlePersistenceException(Exception exception, HttpServletResponse response)",handlePersistenceException,"@ExceptionHandler(value = {JpaSystemException.class, PersistenceException.class}) @ResponseBody public ErrorInformation handlePersistenceException(Exception exception, HttpServletResponse response)",8.116667,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_533eecc7189025f8a4d9.json,,,,,,,,
record,c2t_5371322005515813a317,4159017,ok,True,parseXPath,@Override public XPath parseXPath(String arg0),parseXPath,@Override public XPath parseXPath(String arg0),9.25,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_5371322005515813a317.json,,,,,,,,
record,c2t_5384073e6518110b1cc7,42949039,ok,True,validateAndTrimSecurityRoleFunctionCreateRequest,public void validateAndTrimSecurityRoleFunctionCreateRequest(SecurityRoleFunctionCreateRequest securityRoleFunctionCreateRequest),validateAndTrimSecurityRoleFunctionCreateRequest,public void validateAndTrimSecurityRoleFunctionCreateRequest(SecurityRoleFunctionCreateRequest securityRoleFunctionCreateRequest),8.5,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_5384073e6518110b1cc7.json,,,,,,,,
record,c2t_541cf0aabd583f186085,42949039,ok,True,serviceMethods,"@Pointcut(""execution(* org.finra.herd.service.*Service.*(..))"") protected void serviceMethods()",serviceMethods,"@Pointcut(""execution(* org.finra.herd.service.*Service.*(..))"") protected void serviceMethods()",9.25,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_541cf0aabd583f186085.json,,,,,,,,
record,c2t_542ef397f104f64d463e,42949039,ok,True,getClobProperty,public String getClobProperty(String configurationKey),getClobProperty,public String getClobProperty(String configurationKey),7.840909,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_542ef397f104f64d463e.json,,,,,,,,
