2026-03-01 20:53:47,597 | INFO | phase2.config | Loaded config from C:\Users\garre\Desktop\P2\New folder\phase2\configs\experiments\default.yaml
2026-03-05 23:31:15,734 | INFO | phase2.cli | Logs writing to C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\phase2\artifacts\logs\phase2.log
2026-03-05 23:33:14,717 | INFO | phase2.config | Loaded config from C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\phase2\configs\experiments\default.yaml
2026-03-05 23:33:14,718 | INFO | phase2.cli | Logs writing to C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\phase2\artifacts\logs\phase2.log
2026-03-05 23:42:18,708 | INFO | phase2.config | Loaded config from C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\phase2\configs\experiments\default.yaml
2026-03-05 23:42:18,709 | INFO | phase2.cli | Logs writing to C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\phase2\artifacts\logs\phase2.log
2026-03-05 23:42:19,807 | ERROR | phase2.pinning | Git command failed for repo_id=20555659
Traceback (most recent call last):
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 244, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 159, in _candidate_commits
    output = _run_git(["rev-list", "--max-count", str(window), start_sha], cwd=repo_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 28, in _run_git
    completed = subprocess.run(
        command,
    ...<3 lines>...
        capture_output=True,
    )
  File "C:\Users\osart\AppData\Local\Programs\Python\Python313\Lib\subprocess.py", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['git', 'rev-list', '--max-count', '200', 'b3f2ee3d61f3276c843597d2e272a30f49d39ed0']' returned non-zero exit status 128.
2026-03-05 23:42:19,880 | ERROR | phase2.pinning | Git command failed for repo_id=39970786
Traceback (most recent call last):
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 244, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 159, in _candidate_commits
    output = _run_git(["rev-list", "--max-count", str(window), start_sha], cwd=repo_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 28, in _run_git
    completed = subprocess.run(
        command,
    ...<3 lines>...
        capture_output=True,
    )
  File "C:\Users\osart\AppData\Local\Programs\Python\Python313\Lib\subprocess.py", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['git', 'rev-list', '--max-count', '200', 'c41aabb60ace2a8c5656590423245219f2c59d65']' returned non-zero exit status 128.
2026-03-05 23:42:19,951 | ERROR | phase2.pinning | Git command failed for repo_id=4159017
Traceback (most recent call last):
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 244, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 159, in _candidate_commits
    output = _run_git(["rev-list", "--max-count", str(window), start_sha], cwd=repo_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 28, in _run_git
    completed = subprocess.run(
        command,
    ...<3 lines>...
        capture_output=True,
    )
  File "C:\Users\osart\AppData\Local\Programs\Python\Python313\Lib\subprocess.py", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['git', 'rev-list', '--max-count', '200', 'e6e574d2fd88a288cf84675c65b840cc35cf8564']' returned non-zero exit status 128.
2026-03-05 23:42:20,024 | ERROR | phase2.pinning | Git command failed for repo_id=4159017
Traceback (most recent call last):
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 244, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 159, in _candidate_commits
    output = _run_git(["rev-list", "--max-count", str(window), start_sha], cwd=repo_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 28, in _run_git
    completed = subprocess.run(
        command,
    ...<3 lines>...
        capture_output=True,
    )
  File "C:\Users\osart\AppData\Local\Programs\Python\Python313\Lib\subprocess.py", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['git', 'rev-list', '--max-count', '200', 'e6e574d2fd88a288cf84675c65b840cc35cf8564']' returned non-zero exit status 128.
2026-03-05 23:42:20,091 | ERROR | phase2.pinning | Git command failed for repo_id=4159017
Traceback (most recent call last):
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 244, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 159, in _candidate_commits
    output = _run_git(["rev-list", "--max-count", str(window), start_sha], cwd=repo_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 28, in _run_git
    completed = subprocess.run(
        command,
    ...<3 lines>...
        capture_output=True,
    )
  File "C:\Users\osart\AppData\Local\Programs\Python\Python313\Lib\subprocess.py", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['git', 'rev-list', '--max-count', '200', 'e6e574d2fd88a288cf84675c65b840cc35cf8564']' returned non-zero exit status 128.
2026-03-05 23:42:20,163 | ERROR | phase2.pinning | Git command failed for repo_id=35897457
Traceback (most recent call last):
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 244, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 159, in _candidate_commits
    output = _run_git(["rev-list", "--max-count", str(window), start_sha], cwd=repo_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 28, in _run_git
    completed = subprocess.run(
        command,
    ...<3 lines>...
        capture_output=True,
    )
  File "C:\Users\osart\AppData\Local\Programs\Python\Python313\Lib\subprocess.py", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['git', 'rev-list', '--max-count', '200', '3a9db9b04ae7d9545301ade8340ebd3b6baea138']' returned non-zero exit status 128.
2026-03-05 23:42:20,230 | ERROR | phase2.pinning | Git command failed for repo_id=4159017
Traceback (most recent call last):
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 244, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 159, in _candidate_commits
    output = _run_git(["rev-list", "--max-count", str(window), start_sha], cwd=repo_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 28, in _run_git
    completed = subprocess.run(
        command,
    ...<3 lines>...
        capture_output=True,
    )
  File "C:\Users\osart\AppData\Local\Programs\Python\Python313\Lib\subprocess.py", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['git', 'rev-list', '--max-count', '200', 'e6e574d2fd88a288cf84675c65b840cc35cf8564']' returned non-zero exit status 128.
2026-03-05 23:42:20,299 | ERROR | phase2.pinning | Git command failed for repo_id=4159017
Traceback (most recent call last):
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 244, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 159, in _candidate_commits
    output = _run_git(["rev-list", "--max-count", str(window), start_sha], cwd=repo_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 28, in _run_git
    completed = subprocess.run(
        command,
    ...<3 lines>...
        capture_output=True,
    )
  File "C:\Users\osart\AppData\Local\Programs\Python\Python313\Lib\subprocess.py", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['git', 'rev-list', '--max-count', '200', 'e6e574d2fd88a288cf84675c65b840cc35cf8564']' returned non-zero exit status 128.
2026-03-05 23:42:20,371 | ERROR | phase2.pinning | Git command failed for repo_id=4159017
Traceback (most recent call last):
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 244, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 159, in _candidate_commits
    output = _run_git(["rev-list", "--max-count", str(window), start_sha], cwd=repo_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 28, in _run_git
    completed = subprocess.run(
        command,
    ...<3 lines>...
        capture_output=True,
    )
  File "C:\Users\osart\AppData\Local\Programs\Python\Python313\Lib\subprocess.py", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['git', 'rev-list', '--max-count', '200', 'e6e574d2fd88a288cf84675c65b840cc35cf8564']' returned non-zero exit status 128.
2026-03-05 23:42:20,442 | ERROR | phase2.pinning | Git command failed for repo_id=4159017
Traceback (most recent call last):
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 244, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 159, in _candidate_commits
    output = _run_git(["rev-list", "--max-count", str(window), start_sha], cwd=repo_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 28, in _run_git
    completed = subprocess.run(
        command,
    ...<3 lines>...
        capture_output=True,
    )
  File "C:\Users\osart\AppData\Local\Programs\Python\Python313\Lib\subprocess.py", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['git', 'rev-list', '--max-count', '200', 'e6e574d2fd88a288cf84675c65b840cc35cf8564']' returned non-zero exit status 128.
2026-03-05 23:42:20,511 | ERROR | phase2.pinning | Git command failed for repo_id=4159017
Traceback (most recent call last):
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 244, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 159, in _candidate_commits
    output = _run_git(["rev-list", "--max-count", str(window), start_sha], cwd=repo_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 28, in _run_git
    completed = subprocess.run(
        command,
    ...<3 lines>...
        capture_output=True,
    )
  File "C:\Users\osart\AppData\Local\Programs\Python\Python313\Lib\subprocess.py", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['git', 'rev-list', '--max-count', '200', 'e6e574d2fd88a288cf84675c65b840cc35cf8564']' returned non-zero exit status 128.
2026-03-05 23:42:20,578 | ERROR | phase2.pinning | Git command failed for repo_id=4159017
Traceback (most recent call last):
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 244, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 159, in _candidate_commits
    output = _run_git(["rev-list", "--max-count", str(window), start_sha], cwd=repo_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 28, in _run_git
    completed = subprocess.run(
        command,
    ...<3 lines>...
        capture_output=True,
    )
  File "C:\Users\osart\AppData\Local\Programs\Python\Python313\Lib\subprocess.py", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['git', 'rev-list', '--max-count', '200', 'e6e574d2fd88a288cf84675c65b840cc35cf8564']' returned non-zero exit status 128.
2026-03-05 23:42:20,645 | ERROR | phase2.pinning | Git command failed for repo_id=35897457
Traceback (most recent call last):
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 244, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 159, in _candidate_commits
    output = _run_git(["rev-list", "--max-count", str(window), start_sha], cwd=repo_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 28, in _run_git
    completed = subprocess.run(
        command,
    ...<3 lines>...
        capture_output=True,
    )
  File "C:\Users\osart\AppData\Local\Programs\Python\Python313\Lib\subprocess.py", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['git', 'rev-list', '--max-count', '200', '3a9db9b04ae7d9545301ade8340ebd3b6baea138']' returned non-zero exit status 128.
2026-03-05 23:42:20,714 | ERROR | phase2.pinning | Git command failed for repo_id=4159017
Traceback (most recent call last):
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 244, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 159, in _candidate_commits
    output = _run_git(["rev-list", "--max-count", str(window), start_sha], cwd=repo_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 28, in _run_git
    completed = subprocess.run(
        command,
    ...<3 lines>...
        capture_output=True,
    )
  File "C:\Users\osart\AppData\Local\Programs\Python\Python313\Lib\subprocess.py", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['git', 'rev-list', '--max-count', '200', 'e6e574d2fd88a288cf84675c65b840cc35cf8564']' returned non-zero exit status 128.
2026-03-05 23:42:20,785 | ERROR | phase2.pinning | Git command failed for repo_id=4159017
Traceback (most recent call last):
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 244, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 159, in _candidate_commits
    output = _run_git(["rev-list", "--max-count", str(window), start_sha], cwd=repo_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 28, in _run_git
    completed = subprocess.run(
        command,
    ...<3 lines>...
        capture_output=True,
    )
  File "C:\Users\osart\AppData\Local\Programs\Python\Python313\Lib\subprocess.py", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['git', 'rev-list', '--max-count', '200', 'e6e574d2fd88a288cf84675c65b840cc35cf8564']' returned non-zero exit status 128.
2026-03-05 23:42:20,853 | ERROR | phase2.pinning | Git command failed for repo_id=4159017
Traceback (most recent call last):
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 244, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 159, in _candidate_commits
    output = _run_git(["rev-list", "--max-count", str(window), start_sha], cwd=repo_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 28, in _run_git
    completed = subprocess.run(
        command,
    ...<3 lines>...
        capture_output=True,
    )
  File "C:\Users\osart\AppData\Local\Programs\Python\Python313\Lib\subprocess.py", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['git', 'rev-list', '--max-count', '200', 'e6e574d2fd88a288cf84675c65b840cc35cf8564']' returned non-zero exit status 128.
2026-03-05 23:42:20,922 | ERROR | phase2.pinning | Git command failed for repo_id=4159017
Traceback (most recent call last):
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 244, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 159, in _candidate_commits
    output = _run_git(["rev-list", "--max-count", str(window), start_sha], cwd=repo_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 28, in _run_git
    completed = subprocess.run(
        command,
    ...<3 lines>...
        capture_output=True,
    )
  File "C:\Users\osart\AppData\Local\Programs\Python\Python313\Lib\subprocess.py", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['git', 'rev-list', '--max-count', '200', 'e6e574d2fd88a288cf84675c65b840cc35cf8564']' returned non-zero exit status 128.
2026-03-05 23:42:20,994 | ERROR | phase2.pinning | Git command failed for repo_id=4159017
Traceback (most recent call last):
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 244, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 159, in _candidate_commits
    output = _run_git(["rev-list", "--max-count", str(window), start_sha], cwd=repo_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 28, in _run_git
    completed = subprocess.run(
        command,
    ...<3 lines>...
        capture_output=True,
    )
  File "C:\Users\osart\AppData\Local\Programs\Python\Python313\Lib\subprocess.py", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['git', 'rev-list', '--max-count', '200', 'e6e574d2fd88a288cf84675c65b840cc35cf8564']' returned non-zero exit status 128.
2026-03-05 23:42:21,062 | ERROR | phase2.pinning | Git command failed for repo_id=4159017
Traceback (most recent call last):
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 244, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 159, in _candidate_commits
    output = _run_git(["rev-list", "--max-count", str(window), start_sha], cwd=repo_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 28, in _run_git
    completed = subprocess.run(
        command,
    ...<3 lines>...
        capture_output=True,
    )
  File "C:\Users\osart\AppData\Local\Programs\Python\Python313\Lib\subprocess.py", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['git', 'rev-list', '--max-count', '200', 'e6e574d2fd88a288cf84675c65b840cc35cf8564']' returned non-zero exit status 128.
2026-03-05 23:42:21,133 | ERROR | phase2.pinning | Git command failed for repo_id=4159017
Traceback (most recent call last):
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 244, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 159, in _candidate_commits
    output = _run_git(["rev-list", "--max-count", str(window), start_sha], cwd=repo_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 28, in _run_git
    completed = subprocess.run(
        command,
    ...<3 lines>...
        capture_output=True,
    )
  File "C:\Users\osart\AppData\Local\Programs\Python\Python313\Lib\subprocess.py", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['git', 'rev-list', '--max-count', '200', 'e6e574d2fd88a288cf84675c65b840cc35cf8564']' returned non-zero exit status 128.
2026-03-05 23:42:21,206 | ERROR | phase2.pinning | Git command failed for repo_id=4159017
Traceback (most recent call last):
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 244, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 159, in _candidate_commits
    output = _run_git(["rev-list", "--max-count", str(window), start_sha], cwd=repo_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 28, in _run_git
    completed = subprocess.run(
        command,
    ...<3 lines>...
        capture_output=True,
    )
  File "C:\Users\osart\AppData\Local\Programs\Python\Python313\Lib\subprocess.py", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['git', 'rev-list', '--max-count', '200', 'e6e574d2fd88a288cf84675c65b840cc35cf8564']' returned non-zero exit status 128.
2026-03-05 23:42:21,276 | ERROR | phase2.pinning | Git command failed for repo_id=4159017
Traceback (most recent call last):
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 244, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 159, in _candidate_commits
    output = _run_git(["rev-list", "--max-count", str(window), start_sha], cwd=repo_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 28, in _run_git
    completed = subprocess.run(
        command,
    ...<3 lines>...
        capture_output=True,
    )
  File "C:\Users\osart\AppData\Local\Programs\Python\Python313\Lib\subprocess.py", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['git', 'rev-list', '--max-count', '200', 'e6e574d2fd88a288cf84675c65b840cc35cf8564']' returned non-zero exit status 128.
2026-03-05 23:42:21,351 | ERROR | phase2.pinning | Git command failed for repo_id=4159017
Traceback (most recent call last):
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 244, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 159, in _candidate_commits
    output = _run_git(["rev-list", "--max-count", str(window), start_sha], cwd=repo_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 28, in _run_git
    completed = subprocess.run(
        command,
    ...<3 lines>...
        capture_output=True,
    )
  File "C:\Users\osart\AppData\Local\Programs\Python\Python313\Lib\subprocess.py", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['git', 'rev-list', '--max-count', '200', 'e6e574d2fd88a288cf84675c65b840cc35cf8564']' returned non-zero exit status 128.
